Id,Score,Date,Title,Review
498695849,50,"July 4, 2017",Excelent gastronomic experience,"De Kas, a restaurant built in an old hidden greenhouse in the middle of Amsterdam city. The restaurant offers to customers an excelent gastronomic experience which the real meaning of fresh igrediants is taken serious. I do recommend!"
498496173,50,"July 4, 2017",Amazing Location and Food,"The Restaurant is located in a re-purposed Green House that sits in a wonderful natural park in Amsterdam. So the ambience enhances the entire dining experience. The lunch tasting menu was filled with seasonal food that was all incredibly fresh, tasty and light. The contrast of flavours and textures was excellent. Overall an incredible lunch when you add the location together with the food."
498356549,50,"July 3, 2017","Great experience, exceptional dinner","We had a group dinner event for 30 people at De Kas. When we arrived, we had a tour of the greenhouse and grounds. We learnt that they use things grown on-premises.It was a 5 course menu - starting with appetizers, soup, entrees and dessert, paired with wines and other drinks. They used various vegetables - roots, leaves, fruits, flowers - very creatively along with meats, fish, chicken. The presentation of every plate was very beautiful - full of colors, textures, solids, liquids, and it all tested very, very good.Portions were just the right size, and the servers' timing was perfect. Everyone in our party was busy taking pictures and sending them to their family, posting online, etc.I would love to visit again with my family."
497219093,50,"June 29, 2017","Outstanding, memorable, delightful .....","Hard to find the right superlative for this fabulous restaurant. We were pleased with a late notice lunch booking, so book ahead as you plan your Amsterdam schedule. Easy to reach from the Central area on the #9 tram. Set in an extraordinary glass house and surrounded by its own herb garden. The food lived up to the setting with world-class flavours in a menu using fresh ingredients. We would have gone again, but sadly no more availability. Make the effort to go to this place."
496295525,50,"June 26, 2017",One of the best meals of my life,"I can't begin to describe how delicious everything was, especially the vegetable dishes. We had a beetroot salad and a green gazpacho for our first two courses and they were just perfect. I don't know what they did but I want to eat every meal of my life at De Kas. Everything we had was delicious, down to the bottle of Rose our server recommended. I drink A LOT of rose and this was just the best - and very affordable. The quality of the meal far surpasses the more expensive tasting menus I've had in my day... it just shows what making a menu around seasonal, local (as local as possible in this case) items can do."
495932343,50,"June 25, 2017",The place to be if you like vegetables!,"Only a 15' drive from the center this restaurant is located in a park. Very relaxing and original seating: you feel immediately very well. Only 1 menu with 5 courses mainly based on self produced bio vegetables but w/o excluding fish/meat/cheese.It starts already very promisingly with the appetizers and the menu continues to exceed our expectations until the dessert. Also service is relaxed, friendly and competent. Also a nice choice of wines. A really winning concept offering to the lovers of vegetables an outstanding price/quality ratio. I will consider it also for business dinners."
495646512,40,"June 24, 2017",Creative use of ingredients from their own greenhouse,"In an extremely nice setting, you can taste creative dishes prepared with ingredients from their own green house. They know how to use herbs in a nice way. Cuisine is light, vegetables dominates over meat and fish. Menu changes often due to daily / seasonal availability of vegetables. Menu is fixed, they suggest matching wines for each dish.Food was very nice, while I did not like so much wines (Greco di Tufo was from a minor winery and was average).Not cheap (€87 each, including bottle of champagne and 2 different wines), but absolutely recommended for a dinner with friends."
495527463,50,"June 23, 2017",Simply fabulous,"Local seasonal food in superb surroundings. Set menu, 5 courses without wines 53 euro. Money well spent! Food was innovative, delicious and like mentioned earlier, seasonal and local. They have an attached green house, visit and experience what You are going to enjoy in your plate later! :) Staff was having good time and they enjoyed their work and it related into customer service. Friendly and professional, always smiling! 10 points!"
495157696,50,"June 22, 2017",Perfect Amsterdam ending!,"We were excited to try this place out as our last dinner on our 5 night trip to Amsterdam! This was the perfect combination of a lovely setting in a park, a bit away from the center, fresh farm to table food, a beautiful modern greenhouse setting and absolutely delicious, fresh food! They create a new set menu every week. It's 5 courses with lots of fresh vegetables which I love! The portions are very ample but since the food is on the healthier side, it's a pleasure to eat. Great wine pairings. Overall I thought it was reasonably priced for the quality, presentation and amount of food given to us. The server was excellent: very friendly, explained everything to us, showed us the greenhouse after dinner where they grow some of the food, and took our pics. It was an excellent ending to our first trip visiting Amsterdam!"
495129032,50,"June 22, 2017",An excellent dining experience in Amsterdam,"Hard to fine but don't miss this special dining experience in Amsterdam, Located in a park you have to walk from the street across a bridge to get to this restaurant. Our uber driver and his GPS got us close but the house next door wasn't amused when I knocked on the door to ask how to get to it. Once there experienced a great 7 course meal with most of the incredients coming from the garden in this greenhouse. Still reasonable for a 7 course meal too."
494159267,40,"June 19, 2017",Unusual meal,"We enjoyed the experience of this restaurent.we had a set meal of five courses freshly prepared in view of the restaurant. The food was slightly unusual from the average restaurent,a lot of the produce served was grown in their own greenhouse and garden."
493442493,50,"June 16, 2017",Fresh and stylish,"This is a fine little gem in Amsterdam. The interior in stunning, it’s pretty much a greenhouse in its entirety, and eyes very spaciously indeed. They grow their own fruit and veg in their own greenhouse, and farm their own meat. The set menu is a delight, just let yourself be surprised by their amazing concoctions of fresh ingredients, from starters through to the delicious desserts!This place will not disappoint, and is a great venue for couples, friends or business meals alike!"
493082647,50,"June 14, 2017",Excellent sustainable restaurant with creative dishes,"I went to this restaurant for a business dinner and was initially impressed by the sustainable focus of the food (with on-site greenhouse) and open and comfortable atmosphere.However, these did not hold a candle to the very impressive food, which was not only sustainable, but also creative, both in appearance and taste.From the appetizer to dessert, this excellent sustainable restaurant with creative dishes is highly recommended!"
492766359,50,"June 13, 2017",Excellent summer choice for lunch,"Fantastic setting, very tasty farm to table food choice, attentive service. Well worth the travel time to this restaurant off the typical tourist scene in Amsterdam"
492517603,40,"June 12, 2017",Lovely evening,"Dinner at De Kas was for a special birthday and the food didn't disappoint. My only sadness was, that when asked to confirm my booking the night before, I did say that I was bringing someone for a special birthday - but sadly this wasn't taken note of.This said, I would still visit again as it's a very special spot."
491970082,50,"June 10, 2017",A visit I will not forget,I look back fondly on De Kas and can't wait for an opportunity to take me back. The fixed menu is exciting and delicious. Staff are incredibly knowledgeable and open to answer and question. As I have a allergy they were highly accommodating. I thoroughly enjoyed the whole experience from start to finish.
491951325,50,"June 10, 2017",Expensive but Unique,"Yes this meal was expensive, BUT you can't get a meal like this anywhere else. Food is grown fresh there and take foods you hate and turn them into something incredible. It's a must do.One thing: Service was okay, but I think it was normal by Holland standards- just not American"
491806441,50,"June 9, 2017",Amazing food in a Greenhouse in Amsterdam!,"It's hard to imagine a better meal than our dinner at the Restaurant de Kas in Amsterdam. Each part of the tasting menu, paired with the perfect wine, was just a delicious surprise. A beet salad, like no beet salad I've tasted, melded flavors in a lovely, delicate way. The gazpacho, again like no other, contained almost no soup but leaves and lovely combinations of flavors to create such tastes. The beef, cut in strips, was also delicious ...and the dessert of rhubarb, cherry sorbet, pastry, and some other good flavors, just blew me away. Go there if you can."
491598749,50,"June 8, 2017",Really different restaurant,"We visited the restaurant for my husband's birthday and although it's not cheap it's a really good experience and amazing and different food. The emphasis is mostly on vegetables although a couple of the courses included meat and fish too, but they did vegetarian and pescatarian versions for us. All the vegetables and fruits used are seasonal and mostly grown there in the greenhouse, which is really nice.I'm not sure why a few reviews said the portions were small, we had 5 courses instead of 6 and we were so full!!! With all different sorts of things like they do and having 5 or 6 course, you don't want each one to be huge!The greenhouse setting in the park is really pretty and especially at night when it's all lit up."
491303262,50,"June 7, 2017",Amazing,"One of my top dining experiences, ever. For 52.50 euro, you are treated to a five courses of amazingly fresh, beautifully presented, intricately flavored food. All this in a beautiful greenhouse surrounded by gardens in a quiet Amsterdam park. My husband and two twenty-year-old sons are still talking about this dinner.The staff is young, fun and very knowledgeable about the food and wine. Service is impeccable and served at a leisurely pace."
491226820,50,"June 7, 2017",A great venue with good food,"After several attempts to book at short notice I finally got my act together and booked in time to get a table.It was well worth the effort. The dinner menu is fixed with the option of 5 or 6 courses inside a greenhouse looking out on water and greenery.The menu is hard to fault..subtle flavours, beautifully presented and, although the menu is fixed, they ask about dietary requirements and foods you don't like right at the start.There is a wine tasting menu if you want a fresh glass with every course. We set a Pinot Noir (well known) against a Dutch Dornfelder (unknown). The Dornfelder was empty first - enough said. Give it a try.We also had a Dutch sparkling wine with the amuse bouche. It's dry with a light sparkle - another one worth trying.The service was excellent - the staff were charming and knowledgeable, especially the female Sommelier who's knowledge on all the selections we made and how they'd go with foods was impressive.The venue sits a little out of the centre..probably a cab tide for some. It is a few metres away from the street in its own manicured gardens, approached over a pedestrian bridge.At €52/head for the 5 courses it seems a little more expensive than some restaurants in Amsterdam. In terms of quality, value for money and good experience this is a stand-out choice."
491011514,40,"June 6, 2017",Fresh ! But expensive,"Beautiful setting, fresh farm ingredients grown right in front of you, greenhouse effect Resturant and delightful preparations! Food is great. Portion sizes small and pricing fine dining.Worth a try once."
490174382,50,"June 3, 2017",Impressed,"Wow. For the picturesque setting: the dining area evokes a green house from whence one can look out to the resplendent surrounding greenery. For the friendly and courteous service. For the delightful 3 courses, each dish thoughtfully prepared, with freshness you can see, smell and taste. For the inventive presentation. For the fantastic value: I would've happily paid 3 times what we were charged.I just wish it were easier to get a reservation. Heading back to Amsterdam for a visit and De Kas is booked on the day I'm there."
489164080,50,"May 30, 2017",One of the best meals ever,"The setting, the informality, the creativity of the menu, the pacing of the dinner - it doesn't get better than this. Fixed menu, changes weekly, everyone eats the same thing. Well worth the extra time to get here, and worth every last euro of the cost."
487411385,50,"May 24, 2017",Leisurely dinner,This greenhouse restaurant welcomes its guest with natural light and a soaring ceiling. Our group opted for the full 6 courses and wine pairing which was a delicious way to spend a few hours. This is an understandably popular spot. Plan ahead for a reservation.
485636347,50,"May 19, 2017",Just Sublime,"De Kas is a most wonderful experience. Setting most unusual right in the middle of a lovely park and produce growing in adjoining greenhouse and vegetable plots. Each course beautifully prepared, presented and quite a unique experience, Set in a lovely tranquil public park - the public allotment area is well worth a stroll - if only to work up an appetite (not essential - given to lovely food). Service was excellent and staff most friendly - I even got guidance on how to properly grow fennel in my own garden. Price too was reasonable given such an excellent experience. Just a short trip on a tram from Dam Square. Make sure you book tho'!"
485417506,50,"May 18, 2017",The best Farm to Table!,"A fantastic lunch experience more than good food.De Kas is an elegant restaurant inside a park! Quite a lot of ingredients are grown at the garden next to the kitchen.I could feel love, respect, service.能夠吃到這麼有愛心的餐廳感覺很幸福！"
483878328,50,"May 13, 2017",Flowerfood,De Kas is not a restaurant but an experience. A true journey inside the tastes and colors of biofood designed using flowers.You will eat in a techno greenhouse surrounded by the trees of a beautiful park.Ultimately one of the best restaurant in Amsterdam.
483450244,50,"May 11, 2017",Haven't posted a review in a while but....,"Hands down one of the best meals I've had. This tops Bondi Icebergs (my previous favourite). Went for lunch, 4 courses with matching wines. Outstanding food and service, if you are In or going to Amsterdam do not pass in this place. Quite a distance from the city centre but so worth it. Had gone to Guts & Glory the night before and that was delicious but this easily surpassed it. Couldn't recommend if highly enough."
482340117,50,"May 7, 2017",amazing farm to table meal,We were staying at a VRBO a few blocks away and the owner had recommended this restaurant for an evening meal. The meal is an event. We enjoyed awesome courses. (6 courses total). Everything was amazing. the use of fresh veggies from the attached greenhouse and farm fresh ingredients was very inventive. the presentation and service is top notch.
482046927,50,"May 6, 2017","Was good, now even better","We enjoyed a real good, and relaxed, dinner at de Kas. With the new kitchen crew the menu concept changed a little; from three courses to now six courses with wine pairing (but at same price as before). Dishes are made with seasonal and local ingredients. All dishes we're executed perfectly with great attention for detail; combinations of foods work very well. The ambience (and the surrounding park) is beautiful. Staff is friendly. Value for money in Amsterdam."
481420340,50,"May 3, 2017",Delicious creative menu,"I am usually not a huge fan of ""creative cuisine"" - I often prefer traditional dishes and familiar tastes. But I have to say De Kas was an amazing surprise. Went there with a large group of friends and everyone had a great time. The food was served timely, the service was good (better than your average service in Amsterdam, which is not great) and all 5 dishes truly tasty. It's a fixed menu so you can't choose what you eat, but you won't regret it. At one point they served a beetroot gazpacho..I hate beetroots with a passion and yet I enjoyed the dish as it was absolutely delicious!!The setting is also lovely. Definitely worth the price and the hype."
480709858,50,"May 1, 2017",Lovely location and wonderful dishes,"It's a bit away from the center of Amsterdam and in the lovely setting.Warm welcome upon arrival and the service was pleasant.They accommodated Pescatarian meals and other special diet needs. The dishes were flavorful with beautiful garnishment.One small disappointment was there was no one at the door for us to retrieve our coats. Other than that, we had a lovely evening."
480669407,50,"May 1, 2017",Great lunch in a Greenhouse,"Strongly recommend to go in day time. This greenhouse restaurant allows plenty of sunshine but yet comfy to dine in. Blue sky, greens surrounding and the garden-creature alike dish would surely impress you.Lunch is a 2 or 3 course set with optional wine pairing. There is no a-la-carte but I do believe all diners are in chefs' good hand. Be adventurous and finish everything on the plate - they might look bit fancy but surely edible!!!!The restaurant also offered organic apples as souvenirs when the staff walked you to the door."
480515727,30,"May 1, 2017","Cool setting, poor service - avoid the tasting menus","We bought the full six course Chef's menu with wine pairings and expected decent service. It is apparent they are putting their effort into the food, including fresh vegetables from their garden, but the staff lacked training, and there was no apparent supervision on the floor. The wine pairings were always served after we were already eating the course (once almost finished), the wine pour sizes were very inconsistent, our water and wine glasses were empty four different times during the meal, and at one point I was thirsty enough to get up and walk across to where they had our sparkling water to pour a round for our table myself. No one came to interrupt me from doing so, which told me they lack supervision. For us, this problem and a lot of waiting between courses took away from enjoying the food, although it was quite well prepared. They need to remove the five and six course tasting menus or refocus on their service. It wasn't expensive, but overall I have to give them an average score."
479710367,50,"April 28, 2017",Gourmet dishes with a nice look,"This is the second time I visit this top restaurant of Amsterdam. Last time (a year ago) I tried ""chef's table"" which is more interesting from a gastronomical perspective, but can be a bit lonely if your company is not too interesting. This time I tried the 6-course dinner including wine package. One can with no doubt say that the wines are not up to the standard of the food. Anyhow, me and my 4 guests liked to sit in the nice eating hall with all tables full of activity and people. I will come back some day!"
479635162,50,"April 27, 2017",An out of the way food adventure,We had dinner here on our last night and it was a great way to cap off a very memorable Amsterdam experience. The menus are prixe fixe and in the 50 euro range for four courses. It's farm to table and the food was excellent. Needless to say the restaurant was packed and we had made the reservations approx. 2 month's earlier. We went to a lot of great restaurants in Amsterdam and we felt this was the best. Dinner for 3 including a bottle of wine and tip was approx $210 euros.
479469279,50,"April 27, 2017","Interesting, unusual and excellent",The freshest food in this buzzing greenhouse restaurant is beautifully prepared and presented. Friendly staff cope well with the large number of diners.
478974900,50,"April 25, 2017",Greenhouse Dinning,Terrific avant garde fix prix dinner in very eclectic setting. Worth visiting. Try to get the table in the kitchen for up close chef work.
478730221,50,"April 24, 2017","Fun setting, creative food","Dined here with friends, hard to get a reservation, great setting inside remodeled city greenhouses. Very friendly, attractive, helpful staff. The food is locally sourced, organic, very creative combinations which change each day.We had braised chard with small bites of rose tenderloin, baked endive with gremolata,slow cooked chicken with white adperagus & radish, a delicious dessert of Rhubarb compote, elderflower ice cream & almond crumble.Would return often if possible!"
478056255,50,"April 22, 2017",Best Meal Ever,"Excellent ambiance, great service and amazing farm to table food. We opted for the wine pairing and would highly recommend it to anyone."
477680992,50,"April 21, 2017",Excelent food and accomodation,I have been to ' de kas' now for two times and each time I love the food. The price/quality rate is perfect. Its not a cheap place to eat but the quality of the food is amazing. Additional the greenhouse itself is beautiful and its a great to go to with friends or for business purposes.The staff is great in their service and I would recommend the restaurant to everyone.
477195274,40,"April 19, 2017","Nice food experience, great location","I went to De Kas with my girlfriend for dinner and we had an interesting food experience. We had a 5 course meal, 2 meat, 2 vegetarian and one desert. Even i am a meat guy, i can say that all the dishes were good and the fact the De Kas grows it's own veggies gives a great taste to everything in your plate. It was one of the most interesting meals i had, and even if the dishes are quite small, at the end i felt full. For and different food experience, try De Kas, i am glad i did it."
477077488,50,"April 19, 2017","Pricey, but totally worth it!","My girlfriend and I planned a dinner at De Kas after hearing a recommendation from one of our friends. Although there is a high price tag, it is well worth it considering the caliber of food that you will be eating here. This is a great place to go to if you are looking to step outside of your comfort zone and have the chef surprise you. Also, we felt great after the meal even though we were full, mainly due to the high quality ingredients that go into this meal. Overall, a great and delicious meal!"
476950245,50,"April 18, 2017",Amazing greenhouse restaurant,This restaurant is like no other! Its housed in a 1920's greenhouse. It's absolutely beautiful and the food is delicious. Some of the produce is grown on site too. The smell of growing tomatoes when you walk into the restaurant is unforgettable .You cannot chose individual dishes to eat but you are served the menu of the day with their home baked bread . They will accommodate any dietary requirements . The staff are charming . There is a good wine selection . This is a perfect venue for an understated sophisticated celebration!
476894204,50,"April 18, 2017",Great food at a nice location,"The food was great, and we are glad we took all six dishes, even though we were very skeptical of the fresh cheese dish, it turned out to be the best one, and they were all good.Service was good. Attentive and friendly staff. Thank you Benjamin, and the rest of you, for making the visit enjoyable."
476888352,50,"April 18, 2017",Fabulous experience,"We had lunch here and enjoyed true experience immensely. There was a set menu, but everything on it was very good. I opted for the wine pairing and tried some very pleasant wines that matched the food very well. Every dish was well thought out, and prepared using vegetables from their own garden. Lovely atmosphere, and he dining room is much nicer in real life than I thought it would be from the photos. Will definitely go back when I visit the city again. Thank you!"
476004644,50,"April 16, 2017",This is a must try when in Amsterdam,Gourmet food and unique surroundings with friendly services.Fixed menues combined with respect for seasonal ingredients. Don´t miss this restaurant while in Amsterdam
475841942,50,"April 15, 2017",A must when you are in Amsterdam!!,We had a truly memorable and exceptional dinner at De Kas ... We are spoiled New Yorkers and De Kas ranks as one of the best restaurants we have ever eaten at!I am shocked to read another reviewer called it pretentious! The staff from start to finish could not have been more pleasant and delightful! The food was nothing short of superb! The setting was exciting!!This restaurant is not to be missed!!
475826076,50,"April 15, 2017",Perfect lunch spot,This beautiful greenhouse/restaurant in the middle of a park was a wonderful find. Delicious home-grown produce on the fixed menu was creatively prepared and presented. A little outside of the central Amsterdam area but well worth the trip! Advance bookings necessary.
475804079,50,"April 15, 2017",Amazing every time,"This is one of my favourites restaurants anywhere. Coming here is more of an event. There are two new chefs and you still get the tasting menu, but now you can read what u are getting before hand! The service as always is very attentive. The food was just sublime. Every course was incredible. A feast for the senses. We also had an incredible red wine that the sommelier recommend. Can't wait to go back!"
475588107,50,"April 14, 2017",Unforgettable,"I heard De Kas is a very good option for dinner but I couldn't imagine it's that good. Food is delicious in a very insteresting location with very kind staff. Reservation is not easy, but It worths. One menu, two options, that's It."
475128413,10,"April 12, 2017","Extremely disappointed, we won't be back.","This place has really gone downhill. We had an extremely disappointing meal last night. After having several fantastic meals there in the past, the disappointment of it not being up to scratch was magnified. I would give it a zero if that was possible. Tiny portions of weed which I could have picked off the sidewalk with a tasteless dressing for the starter. The second dish tasted good but was just like a miniature version of something you might find in the most basic Lebanese restaurant served with a fork in a deep bowl which made it impossible to scoop up the final mouthfuls of what was already a pitiful looking amount. The main was completely unimaginative, again a tasteless sauce and not even cooked properly. The same goes for the dessert. The rhubarb was sour, hard and served with a spoon making it very impractical to eat. Apparently, the concept has changed recently which accounts for the totally different experience to what we had on previous occasions. The waiter tried to compensate with free coffees at the end and after asking for it we also got a free after dinner digestif but this is a small token given the extortionate cost for the overall dining experience. Extremely disappointed, we won't be back."
474755148,50,"April 11, 2017",A wonderful evening's gourmet celebration,"Despite initial hesitation re capacity, four of us sampled six diverse, interesting and quite delicious courses over a couple of relaxing and engaging hours. I would highly recommend a visit to De Kas as a special treat."
473365413,50,"April 7, 2017",Amazing experience!,I loved every bite I tried on the chef's 6 course dinner menu! It was a great culinary experience and the servers made it extra special. The food is what is most memorable and we can honestly say it was one of the BEST dinners we have ever had. A lot of thought was put into each dish and I loved that we could get a peak into the kitchen with the chef working hard.I was in Amsterdam to kick-off my European honeymoon and wanted a special dinner with my husband and they delivered on every aspect! :) The server surprised us with glasses of sparkling wine and a special dessert treat to help celebrate our honeymoon. I'm so glad I was recommended to go to this restaurant and I highly recommend it!!The setting was so different than the rest of the city of Amsterdam that we were exploring . It is located on a green park with its greenhouse right next door. After our meal we walked around to look at the nursery and it was cool to see some of the herbs and veggies that were used in our meal freshly planted.
472843147,30,"April 5, 2017",Pretentious,"The ambiance and setting are very nice in the restaurant. We had 6 dishes menu but we find it pretty weak in terms of taste and originality. The staff is kind but don't know about their wine menu. So after all, it was ok."
472642779,50,"April 4, 2017",Lovely exceptional dining experience,My friend and I were visiting from the US . We were able to book a table for lunch at this amazing farm to table Resturant . We had the pleasure of Zander as our waiter. The food along with the wine pairing and explanationfrom Zander was outstanding . A real FINE treat.
472426321,30,"April 3, 2017",Dinner at an unexpected place,"The location of the restaurant is very tranquil and the decor of the restaurant is really nice and special, because you are actually dinning in a greenhouse, where they even cultivate their own vegetables and herbs, which are also used in the food. When fully seated, it can be a bit loud as it is just one big space with a high ceiling. The service was friendly. They only serve one menu. The dishes had fresh flavors and were not bad, but I expected something more. The wine pairing was not so good, the wines did not go with the food to well, which was a bit of a miss. The price quality ratio is in my opinion a bit off."
471787490,50,"March 31, 2017",Phenomenal meal,"Excellent meal from beginning to end. Very creative ingredient combinations, everything prepared perfectly. Chèvre mousse was one of the best things I have ever eaten in my life. Very attentive (but not overly) staff made for a very pleasant evening. Just do not schedule anything for afterwards as it took a few hours."
471123400,50,"March 29, 2017",One of those meals that you remember for a lifetime!,"Without exception, this was the finest meal of our recent European trip, and one of the best meals we have ever had! The setting, in a greenhouse in a park, sets the mood for the evening. The service was friendly and professional. The food was sophisticated and deftly prepared, mostly from the fresh ingredients grown locally (some very locally, in the greenhouse itself!). The wine pairings were flawless. I will always remember the beetroot dish, the mushroom tea, and the goat cheese foam cheese course. It was all truly exceptional. If you find yourself in Amsterdam, do yourself a favour and go to De Kas!"
470870010,50,"March 28, 2017",One of the best meals I've ever had!,"This place is just stunning. The restaurant is in a green house with lots of light and just around the back they grow their very own produce. The food they served us was so fresh and delicious, there's not enough words to describe how much we enjoyed the experience! Something we also absolutely loved is that you didn't get to choose what you were going to have but instead you were surprised with a stunning dish. My friend is vegetarian as well and they were very accommodating. Highly recommended and worth every penny!"
470506705,50,"March 27, 2017",Fine dining in the greenhouse,Had an absolutely fabulous meal at de kas - the setting of the greenhouse was amazing and the service was incredible. Every course was delicious and although a bit pricey worth every penny! We didn't go for the wine pairing but had a delicious Dutch gin with Tonic!It's worth booking at least a month in advance - we were lucky enough to get a cancellation reservation. The menu is set and there is 5 or 6 course options - when you have 5 course the cheese course is usually the one that is left out though we were told if we really wanted the cheese another could be left off. We even got some apples when we left which we're grown in the greenhouse :) it also worth having a little look around the greenhouse afterwards!
469233424,50,"March 21, 2017",Superlative,"We are foodies and this was our splurge while spending a week in Amsterdam. The quality of the food and the sophistication of the preparation was in the top 5 I've ever eaten. The two chefs are new (March 2017) but they arrived from a restaurant that just earned its first Michelin star and I understand why. The restaurant is fixed menu and they grow the majority of the ingredients at their farm, otherwise they source it locally. The service was very efficient, if not necessarily friendly. But I cannot get over how well you could enjoy every spice and every flavor. The dishes were sooooo well balanced."
468725234,40,"March 20, 2017",Amazing evening!,"I decided on ""The Kas"" which is an old greenhouse that has veen converted into a restaurant.The food was amazing and the actual gtounds at night look awe inspiring.Definitely worth a visit.I am only giving them 4 stars as I feel that there is no signage or info to show you how to get o the restaurant with a car. ( we drove around trying to find it- turns out you need to park in the street or take a cab.Other than that an amazing anniversary evening."
468511289,50,"March 19, 2017",Lovely Meal,"We organised a birthday meal for a friends 21st and it was a lovely meal. The food was delicious and a really interesting selection of dishes,"
468202904,50,"March 17, 2017",Lovely dinner in a beautiful restaurant,"The restaurant, which is in a huge glass greenhouse, is stunning. The focus is on vegetables, some of which are grown on the premises or brought in from farms in the Beemster area. All of the courses were lovely and the service was attentive. The waitstaff describe the components of the dishes in detail. It's a bit of a way outside of Central Amsterdam, but well worth the taxi fare. Highly recommend this restaurant."
467656957,50,"March 15, 2017",Outstanding Special Birthday Dinner,"I booked this restaurant on the back of the reviews and the fact we wanted to try something a bit different. We had booked for 19:30 but due to a delayed flight we had to call and push the reservation back over an hour. Considering how busy they were, this was absolutely no problem.The staff and service was absolutely superb right from our arrival. George, in particular, made us feel like old friends. Under his guidance we decided not to look at the 6 course menu until after we had finished our meal. I would highly recommend this as it was wonderful having each course served and really tasting the different flavours and textures. A small gap in between each course allowed us to relax and really take our time to savour the whole experience. What stood out about the food was how fresh, different and delicious it was.When thinking about this restaurant it's more than going out for a meal, it's the full experience that makes it so special.Thank you George and the team."
467345493,50,"March 14, 2017",Amazing food and fantastic staff,"We arrived here on the wrong day of our reservation, couse we written down the wrong date.Luckely we didn't go there for nothing. The staff quickly arranged a table for us at the long table where a couple of 3 with a baby were sitting at the other end.We orderd the 3 course meal and wine parring.All the way through the 3 meals we were possitivly supprised and could only compliment it and went really good with the wine.The dish that supprised me the most was the toast with sardin, spinach and sennep. I must admit im not into sardin or sennep at all and never been a positive experience.But this dish was over all expectations and finished it all.The best dish we had was duck and spinach soup with had a fantastic texture and great flavour.My friend and i ended up getting a tour in the garden. We will definitly come back and even might go for ""Chef's Table"""
467135476,50,"March 14, 2017",different than others!,"Most definitely must do in Amsterdam!Way different than other places, biological food they even have own farm next to the restuarant, excellent ambience. The restaurant is located in the middle of the park in the former ""greenhouse"".One of the ""Must do in Amsterdam"", the only thing is that they are most of the time fully booked so is good to consider booking at least one month in advance!"
467121593,50,"March 13, 2017",Excellent dining experience,"The former glass house turned restaurant is located in a park. We selected the five course set menu. Each course was just excellent. The staff was friendly, attentive and were happy to inform us about each course and show us around. Highly recommended."
467118763,50,"March 13, 2017",The most exciting tasting experience I have ever had,"I cannot say enough good things about this beautiful restaurant - what it offers is an experience, rather than just good food. The tables are inside a lovely large greenhouse, and the setting is spare but beautiful - just perfect to concentrate on the creative and delicious food that comes from the chefs. The waiters are informative, friendly, but not overbearing or pompous, and the food - well, it must be tasted to be believed. Set menus focus on seasonal ingredients prepared in exciting and unusual ways, and the pairing with the wine tasting menu makes an experience you will never forget."
464959758,50,"March 6, 2017",A must do in Amsterdam,"De Kas is an experience in itself. The effect of sitting in a lofty greenhouse is dramatic.However, the standard three course dinner (including the starter which itself consists of three dishes) is also worth going for. Taste, texture, presentation are all top class. We opted for the wine menu and were not disappointed. Really good welcoming and attentive staff."
464715209,50,"March 5, 2017","ambience excellent, food amazing","A wonderful restaurant with excellent attention to detail. The food is exquisite and very largely based around vegetables. I went with a vegetarian who adored the atmosphere, food and very attentive service. A must for those visiting Amsterdam"
464487470,50,"March 4, 2017",It Blew my mind away,"Amazing service, deliciuos food and over all the experience is incredible. Every single plate is a work of art. I didnt want to leave. The menu is set based on what is available on there farm the day to reserve, so be prepared to be surprise and enjoy the amazing atmosphere."
463552772,50,"February 28, 2017",A fresh take on fresh food,"It's not as central as the other restaurants we went to during our stay in Amsterdam, but the setting is beautiful and worth the extra stops to get there. The greenhouse has been beautifully preserved, and looks like a jewelry box from the outside at night. Some of the food is grown right on the premises (we walked through the working greenhouse to see and even taste the lettuces and herbs growing in the winter), and the rest is grown at their garden just a couple hundred meters away. There are no decisions: the chef makes whatever is growing, in creative, gastronomical ways. It was a real experience and the staff was kind and knows their stuff when it comes to wine."
463259442,40,"February 27, 2017","Exquisite Food, Service and Surroundings","My family took me here for my birthday celebration and celebrate we did!!! The menu was pleasing and changes with the season. They accommodated the Gluten Free, Vegetarian and Pregnant family members by asking up front what allergies or dietary restrictions we have.All the food brought to us was outstanding and service almost impeccable - they forgot to bring our wine flight with dinner and had to be reminded. Also one meal which was supposed to be GF had to be brought back as the garnish had Gluten on it. We forgive the wait staff for these minor issues but these mistakes reduced the ratings by a notch!!!Because my family brought gifts, the service realized it was my birthday and brought me a special decorated dessert which was well received."
462390566,50,"February 23, 2017",Chef's table,My wife took me here as a surprise birthday present and we ate at the chef's table. I loved it. The food is made with such care and attention. The staff clearly love working there. I recommend the tasting menu and the accompanying wines.
462139505,50,"February 22, 2017",Different but worth it,"Went for a meal on a business trip. The greenhouse has many different types of vegetables growing, each course you have has a host describing what your eating and how local it is, you can also get a tour of the greenhouse . Lovely place, lovely meal."
461550147,50,"February 20, 2017",Fabulous,"We arrived slightly early for our dinner reservation but we were still accommodated.The room is gorgeous, warm glowing feeling.I have a few allergies which they repeated back to me but sadly missed, however the amendments required were hastily made.A fabulous and memorable meal had by our family in a beautiful setting. Well worth the expense!"
